ip,latitude,longitude,label
166.161.180.154,37.36883,-122.03635,solar
166.161.180.182,37.36883,-122.03635,solar
166.161.180.192,37.36883,-122.03635,solar
166.161.180.195,37.36883,-122.03635,solar
166.161.181.76,37.36883,-122.03635,solar
166.161.182.57,37.36883,-122.03635,solar
166.161.182.73,37.36883,-122.03635,solar
166.161.182.91,37.36883,-122.03635,solar
166.161.183.181,37.36883,-122.03635,solar
166.161.183.186,37.36883,-122.03635,solar
166.161.183.190,37.36883,-122.03635,solar
166.161.183.195,37.36883,-122.03635,solar
166.161.183.200,37.36883,-122.03635,solar
166.161.183.201,37.36883,-122.03635,solar
166.161.183.204,37.36883,-122.03635,solar
166.161.183.205,37.36883,-122.03635,solar
166.161.183.206,37.36883,-122.03635,solar
166.161.183.207,37.36883,-122.03635,solar
166.161.191.244,37.36883,-122.03635,solar
166.161.191.245,37.36883,-122.03635,solar
166.164.1.112,37.36883,-122.03635,solar
166.164.107.247,37.36883,-122.03635,solar
166.164.108.3,37.36883,-122.03635,solar
166.164.111.127,37.36883,-122.03635,solar
166.164.111.137,37.36883,-122.03635,solar
166.164.112.203,37.36883,-122.03635,solar
166.164.112.213,37.36883,-122.03635,solar
166.164.112.216,37.36883,-122.03635,solar
166.164.121.158,37.36883,-122.03635,solar
166.164.162.174,37.36883,-122.03635,solar
166.164.171.43,37.36883,-122.03635,solar
166.164.171.45,37.36883,-122.03635,solar
166.164.171.46,37.36883,-122.03635,solar
166.164.171.47,37.36883,-122.03635,solar
166.164.171.48,37.36883,-122.03635,solar
166.164.171.49,37.36883,-122.03635,solar
166.164.171.50,37.36883,-122.03635,solar
166.164.171.51,37.36883,-122.03635,solar
166.164.171.57,37.36883,-122.03635,solar
166.164.171.58,37.36883,-122.03635,solar
166.164.171.60,37.36883,-122.03635,solar
166.164.171.61,37.36883,-122.03635,solar
166.164.171.62,37.36883,-122.03635,solar
166.164.171.66,37.36883,-122.03635,solar
166.164.171.68,37.36883,-122.03635,solar
166.164.171.70,37.36883,-122.03635,solar
166.164.171.71,37.36883,-122.03635,solar
166.164.171.73,37.36883,-122.03635,solar
166.164.171.74,37.36883,-122.03635,solar
166.164.171.76,37.36883,-122.03635,solar
166.164.171.80,37.36883,-122.03635,solar
166.164.182.254,37.36883,-122.03635,solar
166.164.188.184,37.36883,-122.03635,solar
166.164.201.103,37.36883,-122.03635,solar
166.164.201.108,37.36883,-122.03635,solar
166.164.21.47,37.36883,-122.03635,solar
166.164.246.194,37.36883,-122.03635,solar
166.164.246.198,37.36883,-122.03635,solar
166.164.246.199,37.36883,-122.03635,solar
166.164.246.206,37.36883,-122.03635,solar
166.164.246.213,37.36883,-122.03635,solar
166.164.246.214,37.36883,-122.03635,solar
166.164.246.215,37.36883,-122.03635,solar
166.164.246.217,37.36883,-122.03635,solar
166.164.246.221,37.36883,-122.03635,solar
166.164.246.222,37.36883,-122.03635,solar
166.164.246.234,37.36883,-122.03635,solar
166.164.248.101,37.36883,-122.03635,solar
166.164.248.153,37.36883,-122.03635,solar
166.164.248.155,37.36883,-122.03635,solar
166.164.248.158,37.36883,-122.03635,solar
166.164.248.159,37.36883,-122.03635,solar
166.164.30.156,37.36883,-122.03635,solar
166.164.30.157,37.36883,-122.03635,solar
166.164.30.159,37.36883,-122.03635,solar
166.164.31.209,37.36883,-122.03635,solar
166.164.37.209,37.36883,-122.03635,solar
166.164.43.130,37.36883,-122.03635,solar
166.164.43.131,37.36883,-122.03635,solar
166.164.43.132,37.36883,-122.03635,solar
166.164.43.133,37.36883,-122.03635,solar
166.164.53.61,37.36883,-122.03635,solar
166.164.53.67,37.36883,-122.03635,solar
166.164.53.72,37.36883,-122.03635,solar
166.164.53.75,37.36883,-122.03635,solar
166.164.53.76,37.36883,-122.03635,solar
166.164.53.85,37.36883,-122.03635,solar
166.164.70.215,37.36883,-122.03635,solar
166.164.8.142,37.36883,-122.03635,solar
166.164.95.253,37.36883,-122.03635,solar
166.167.103.253,37.36883,-122.03635,solar
166.167.120.15,37.36883,-122.03635,solar
166.167.120.16,37.36883,-122.03635,solar
166.167.120.17,37.36883,-122.03635,solar
166.167.120.18,37.36883,-122.03635,solar
166.167.120.32,37.36883,-122.03635,solar
166.167.120.34,37.36883,-122.03635,solar
166.167.120.35,37.36883,-122.03635,solar
166.167.120.36,37.36883,-122.03635,solar
166.167.120.41,37.36883,-122.03635,solar
166.167.120.44,37.36883,-122.03635,solar
166.167.120.49,37.36883,-122.03635,solar
166.167.120.50,37.36883,-122.03635,solar
166.167.164.205,37.36883,-122.03635,solar
166.167.164.215,37.36883,-122.03635,solar
166.167.164.81,37.36883,-122.03635,solar
166.167.165.249,37.36883,-122.03635,solar
166.167.172.11,37.36883,-122.03635,solar
166.167.188.58,37.36883,-122.03635,solar
166.167.188.59,37.36883,-122.03635,solar
166.167.188.60,37.36883,-122.03635,solar
166.167.188.64,37.36883,-122.03635,solar
166.167.193.212,37.36883,-122.03635,solar
166.167.197.126,37.36883,-122.03635,solar
166.167.203.230,37.36883,-122.03635,solar
166.167.204.3,37.36883,-122.03635,solar
166.167.204.4,37.36883,-122.03635,solar
166.167.204.5,37.36883,-122.03635,solar
166.167.206.161,37.36883,-122.03635,solar
166.167.206.162,37.36883,-122.03635,solar
166.167.206.163,37.36883,-122.03635,solar
166.167.206.164,37.36883,-122.03635,solar
166.167.206.165,37.36883,-122.03635,solar
166.167.206.2,37.36883,-122.03635,solar
166.167.21.92,37.36883,-122.03635,solar
166.167.21.93,37.36883,-122.03635,solar
166.167.21.95,37.36883,-122.03635,solar
166.167.21.97,37.36883,-122.03635,solar
166.167.211.41,37.36883,-122.03635,solar
166.167.219.154,37.36883,-122.03635,solar
166.167.241.101,37.36883,-122.03635,solar
166.167.241.104,37.36883,-122.03635,solar
166.167.241.21,37.36883,-122.03635,solar
166.167.241.22,37.36883,-122.03635,solar
166.167.241.29,37.36883,-122.03635,solar
166.167.241.34,37.36883,-122.03635,solar
166.167.241.39,37.36883,-122.03635,solar
166.167.241.44,37.36883,-122.03635,solar
166.167.241.45,37.36883,-122.03635,solar
166.167.241.54,37.36883,-122.03635,solar
166.167.241.66,37.36883,-122.03635,solar
166.167.241.68,37.36883,-122.03635,solar
166.167.241.83,37.36883,-122.03635,solar
166.167.241.87,37.36883,-122.03635,solar
166.167.241.91,37.36883,-122.03635,solar
166.167.241.95,37.36883,-122.03635,solar
166.167.241.96,37.36883,-122.03635,solar
166.167.247.151,37.36883,-122.03635,solar
166.167.248.239,37.36883,-122.03635,solar
166.167.248.240,37.36883,-122.03635,solar
166.167.27.103,37.36883,-122.03635,solar
166.167.27.134,37.36883,-122.03635,solar
166.167.27.4,37.36883,-122.03635,solar
166.167.27.7,37.36883,-122.03635,solar
166.167.27.9,37.36883,-122.03635,solar
166.167.28.123,37.36883,-122.03635,solar
166.167.28.47,37.36883,-122.03635,solar
166.167.31.5,37.36883,-122.03635,solar
166.167.32.23,37.36883,-122.03635,solar
166.167.32.24,37.36883,-122.03635,solar
166.167.32.25,37.36883,-122.03635,solar
166.167.36.100,37.36883,-122.03635,solar
166.167.36.99,37.36883,-122.03635,solar
166.167.45.92,37.36883,-122.03635,solar
166.167.47.169,37.36883,-122.03635,solar
166.167.47.170,37.36883,-122.03635,solar
166.167.56.155,37.36883,-122.03635,solar
166.167.56.156,37.36883,-122.03635,solar
166.167.58.163,37.36883,-122.03635,solar
166.167.6.197,37.36883,-122.03635,solar
166.167.95.232,37.36883,-122.03635,solar
166.211.111.165,37.36883,-122.03635,solar
166.211.122.136,37.36883,-122.03635,solar
166.211.122.147,37.36883,-122.03635,solar
166.211.13.162,37.36883,-122.03635,solar
166.211.14.233,37.36883,-122.03635,solar
166.211.145.1,37.36883,-122.03635,solar
166.211.145.14,37.36883,-122.03635,solar
166.211.145.17,37.36883,-122.03635,solar
166.211.145.22,37.36883,-122.03635,solar
166.211.145.24,37.36883,-122.03635,solar
166.211.145.26,37.36883,-122.03635,solar
166.211.145.29,37.36883,-122.03635,solar
166.211.145.32,37.36883,-122.03635,solar
166.211.145.5,37.36883,-122.03635,solar
166.211.145.6,37.36883,-122.03635,solar
166.211.165.246,37.36883,-122.03635,solar
166.211.172.233,37.36883,-122.03635,solar
166.211.172.243,37.36883,-122.03635,solar
166.211.174.79,37.36883,-122.03635,solar
166.211.174.80,37.36883,-122.03635,solar
166.211.174.81,37.36883,-122.03635,solar
166.211.174.83,37.36883,-122.03635,solar
166.211.202.181,37.36883,-122.03635,solar
166.211.208.147,37.36883,-122.03635,solar
166.211.208.252,37.36883,-122.03635,solar
166.211.209.61,37.36883,-122.03635,solar
166.211.209.63,37.36883,-122.03635,solar
166.211.209.64,37.36883,-122.03635,solar
166.211.209.65,37.36883,-122.03635,solar
166.211.209.67,37.36883,-122.03635,solar
166.211.209.70,37.36883,-122.03635,solar
166.211.209.71,37.36883,-122.03635,solar
166.211.209.72,37.36883,-122.03635,solar
166.211.209.74,37.36883,-122.03635,solar
166.211.209.75,37.36883,-122.03635,solar
166.211.209.77,37.36883,-122.03635,solar
166.211.209.79,37.36883,-122.03635,solar
166.211.217.214,37.36883,-122.03635,solar
166.211.22.54,37.36883,-122.03635,solar
166.211.227.54,37.36883,-122.03635,solar
166.211.228.220,37.36883,-122.03635,solar
166.211.230.10,37.36883,-122.03635,solar
166.211.230.11,37.36883,-122.03635,solar
166.211.230.116,37.36883,-122.03635,solar
166.211.230.201,37.36883,-122.03635,solar
166.211.230.208,37.36883,-122.03635,solar
166.211.230.25,37.36883,-122.03635,solar
166.211.230.56,37.36883,-122.03635,solar
166.211.230.62,37.36883,-122.03635,solar
166.211.230.92,37.36883,-122.03635,solar
166.211.230.96,37.36883,-122.03635,solar
166.211.231.14,37.36883,-122.03635,solar
166.211.231.165,37.36883,-122.03635,solar
166.211.231.220,37.36883,-122.03635,solar
166.211.248.164,37.36883,-122.03635,solar
166.211.3.116,37.36883,-122.03635,solar
166.211.34.167,37.36883,-122.03635,solar
166.211.34.168,37.36883,-122.03635,solar
166.211.56.137,37.36883,-122.03635,solar
166.211.61.33,37.36883,-122.03635,solar
166.211.68.100,37.36883,-122.03635,solar
166.211.68.101,37.36883,-122.03635,solar
166.211.68.102,37.36883,-122.03635,solar
166.211.68.103,37.36883,-122.03635,solar
166.211.68.107,37.36883,-122.03635,solar
166.211.68.89,37.36883,-122.03635,solar
166.211.68.90,37.36883,-122.03635,solar
166.211.68.91,37.36883,-122.03635,solar
166.211.68.92,37.36883,-122.03635,solar
166.211.68.93,37.36883,-122.03635,solar
166.211.68.94,37.36883,-122.03635,solar
166.211.68.95,37.36883,-122.03635,solar
166.211.68.96,37.36883,-122.03635,solar
166.211.68.97,37.36883,-122.03635,solar
166.211.68.99,37.36883,-122.03635,solar
166.211.69.195,37.36883,-122.03635,solar
166.211.79.123,37.36883,-122.03635,solar
166.211.79.124,37.36883,-122.03635,solar
166.211.87.176,37.36883,-122.03635,solar
166.211.87.178,37.36883,-122.03635,solar
166.241.132.179,37.36883,-122.03635,solar
166.241.135.209,37.36883,-122.03635,solar
166.241.145.26,37.36883,-122.03635,solar
166.241.147.60,37.36883,-122.03635,solar
166.241.169.34,37.36883,-122.03635,solar
166.241.170.95,37.36883,-122.03635,solar
166.241.173.112,37.36883,-122.03635,solar
166.248.101.204,37.36883,-122.03635,solar
166.248.109.240,37.36883,-122.03635,solar
166.248.11.67,37.36883,-122.03635,solar
166.248.124.51,37.36883,-122.03635,solar
166.248.132.121,37.36883,-122.03635,solar
166.248.132.152,37.36883,-122.03635,solar
166.248.132.153,37.36883,-122.03635,solar
166.248.132.156,37.36883,-122.03635,solar
166.248.142.69,37.36883,-122.03635,solar
166.248.17.56,37.36883,-122.03635,solar
166.248.173.53,37.36883,-122.03635,solar
166.248.175.81,37.36883,-122.03635,solar
166.248.182.159,37.36883,-122.03635,solar
166.248.185.225,37.36883,-122.03635,solar
166.248.185.233,37.36883,-122.03635,solar
166.248.185.235,37.36883,-122.03635,solar
166.248.185.243,37.36883,-122.03635,solar
166.248.192.52,37.36883,-122.03635,solar
166.248.192.53,37.36883,-122.03635,solar
166.248.192.84,37.36883,-122.03635,solar
166.248.195.173,37.36883,-122.03635,solar
166.248.205.122,37.36883,-122.03635,solar
166.248.209.240,37.36883,-122.03635,solar
166.248.252.96,37.36883,-122.03635,solar
166.248.3.175,37.36883,-122.03635,solar
166.248.33.224,37.36883,-122.03635,solar
166.248.62.251,37.36883,-122.03635,solar
166.248.86.205,37.36883,-122.03635,solar
166.248.89.230,37.36883,-122.03635,solar
166.248.96.166,37.36883,-122.03635,solar
166.248.96.167,37.36883,-122.03635,solar
166.248.96.168,37.36883,-122.03635,solar
166.248.96.180,37.36883,-122.03635,solar
166.253.110.168,37.36883,-122.03635,solar
166.253.113.207,37.36883,-122.03635,solar
166.253.114.200,37.36883,-122.03635,solar
166.253.129.157,37.36883,-122.03635,solar
166.253.129.164,37.36883,-122.03635,solar
166.253.129.165,37.36883,-122.03635,solar
166.253.129.166,37.36883,-122.03635,solar
166.253.129.168,37.36883,-122.03635,solar
166.253.129.169,37.36883,-122.03635,solar
166.253.134.240,37.36883,-122.03635,solar
166.253.135.240,37.36883,-122.03635,solar
166.253.146.99,37.36883,-122.03635,solar
166.253.182.212,37.36883,-122.03635,solar
166.253.182.216,37.36883,-122.03635,solar
166.253.182.218,37.36883,-122.03635,solar
166.253.198.203,37.36883,-122.03635,solar
166.253.228.93,37.36883,-122.03635,solar
166.253.228.95,37.36883,-122.03635,solar
166.253.228.96,37.36883,-122.03635,solar
166.253.228.97,37.36883,-122.03635,solar
166.253.228.98,37.36883,-122.03635,solar
166.253.233.171,37.36883,-122.03635,solar
166.253.233.174,37.36883,-122.03635,solar
166.253.233.176,37.36883,-122.03635,solar
166.253.233.177,37.36883,-122.03635,solar
166.253.233.192,37.36883,-122.03635,solar
166.253.233.193,37.36883,-122.03635,solar
166.253.233.195,37.36883,-122.03635,solar
166.253.233.198,37.36883,-122.03635,solar
166.253.233.203,37.36883,-122.03635,solar
166.253.233.206,37.36883,-122.03635,solar
166.253.233.224,37.36883,-122.03635,solar
166.253.233.225,37.36883,-122.03635,solar
166.253.233.232,37.36883,-122.03635,solar
166.253.233.236,37.36883,-122.03635,solar
166.253.233.238,37.36883,-122.03635,solar
166.253.233.239,37.36883,-122.03635,solar
166.253.233.240,37.36883,-122.03635,solar
166.253.233.244,37.36883,-122.03635,solar
166.253.233.247,37.36883,-122.03635,solar
166.253.233.248,37.36883,-122.03635,solar
166.253.233.249,37.36883,-122.03635,solar
166.253.233.250,37.36883,-122.03635,solar
166.253.233.251,37.36883,-122.03635,solar
166.253.233.252,37.36883,-122.03635,solar
166.253.234.1,37.36883,-122.03635,solar
166.253.234.4,37.36883,-122.03635,solar
166.253.234.6,37.36883,-122.03635,solar
166.253.238.1,37.36883,-122.03635,solar
166.253.249.112,37.36883,-122.03635,solar
166.253.249.113,37.36883,-122.03635,solar
166.253.249.121,37.36883,-122.03635,solar
166.253.249.123,37.36883,-122.03635,solar
166.253.249.175,37.36883,-122.03635,solar
166.253.249.180,37.36883,-122.03635,solar
166.253.249.181,37.36883,-122.03635,solar
166.253.249.182,37.36883,-122.03635,solar
166.253.249.184,37.36883,-122.03635,solar
166.253.31.117,37.36883,-122.03635,solar
166.253.31.143,37.36883,-122.03635,solar
166.253.31.187,37.36883,-122.03635,solar
166.253.42.112,37.36883,-122.03635,solar
166.253.42.113,37.36883,-122.03635,solar
166.253.43.236,37.36883,-122.03635,solar
166.253.6.164,37.36883,-122.03635,solar
166.253.65.223,37.36883,-122.03635,solar
166.253.65.246,37.36883,-122.03635,solar
166.253.65.247,37.36883,-122.03635,solar
166.253.67.190,37.36883,-122.03635,solar
166.253.80.114,37.36883,-122.03635,solar
166.253.80.123,37.36883,-122.03635,solar
166.253.80.156,37.36883,-122.03635,solar
166.253.80.180,37.36883,-122.03635,solar
166.253.80.240,37.36883,-122.03635,solar
166.253.87.163,37.36883,-122.03635,solar
166.253.87.164,37.36883,-122.03635,solar
166.253.87.175,37.36883,-122.03635,solar
166.253.9.121,37.36883,-122.03635,solar
166.253.9.122,37.36883,-122.03635,solar
166.253.97.144,37.36883,-122.03635,solar
166.255.100.151,37.36883,-122.03635,solar
166.255.105.22,37.36883,-122.03635,solar
166.255.116.248,37.36883,-122.03635,solar
166.255.122.57,37.36883,-122.03635,solar
166.255.143.135,37.36883,-122.03635,solar
166.255.143.136,37.36883,-122.03635,solar
166.255.143.157,37.36883,-122.03635,solar
166.255.169.29,37.36883,-122.03635,solar
166.255.169.30,37.36883,-122.03635,solar
166.255.175.138,37.36883,-122.03635,solar
166.255.175.139,37.36883,-122.03635,solar
166.255.175.140,37.36883,-122.03635,solar
166.255.199.223,37.36883,-122.03635,solar
166.255.203.187,37.36883,-122.03635,solar
166.255.203.191,37.36883,-122.03635,solar
166.255.203.193,37.36883,-122.03635,solar
166.255.203.199,37.36883,-122.03635,solar
166.255.206.183,37.36883,-122.03635,solar
166.255.206.184,37.36883,-122.03635,solar
166.255.206.185,37.36883,-122.03635,solar
166.255.206.186,37.36883,-122.03635,solar
166.255.206.187,37.36883,-122.03635,solar
166.255.207.242,37.36883,-122.03635,solar
166.255.210.21,37.36883,-122.03635,solar
166.255.210.222,37.36883,-122.03635,solar
166.255.212.20,37.36883,-122.03635,solar
166.255.212.52,37.36883,-122.03635,solar
166.255.217.241,37.36883,-122.03635,solar
166.255.217.245,37.36883,-122.03635,solar
166.255.218.6,37.36883,-122.03635,solar
166.255.219.246,37.36883,-122.03635,solar
166.255.220.117,37.36883,-122.03635,solar
166.255.220.212,37.36883,-122.03635,solar
166.255.220.251,37.36883,-122.03635,solar
166.255.233.41,37.36883,-122.03635,solar
166.255.236.228,37.36883,-122.03635,solar
166.255.246.86,37.36883,-122.03635,solar
166.255.43.115,37.36883,-122.03635,solar
166.255.45.234,37.36883,-122.03635,solar
166.255.48.190,37.36883,-122.03635,solar
166.255.48.196,37.36883,-122.03635,solar
166.255.55.234,37.36883,-122.03635,solar
166.255.58.91,37.36883,-122.03635,solar
166.255.59.211,37.36883,-122.03635,solar
166.255.6.246,37.36883,-122.03635,solar
166.255.6.251,37.36883,-122.03635,solar
166.255.60.230,37.36883,-122.03635,solar
166.255.66.115,37.36883,-122.03635,solar
166.255.66.121,37.36883,-122.03635,solar
166.255.66.146,37.36883,-122.03635,solar
166.255.66.154,37.36883,-122.03635,solar
166.255.66.155,37.36883,-122.03635,solar
166.255.91.172,37.36883,-122.03635,solar
167.172.8.205,37.35411,-121.95524,solar
167.234.219.180,37.33939,-121.89496,solar
170.106.143.33,37.35411,-121.95524,solar
170.106.169.179,37.35411,-121.95524,solar
170.106.174.75,37.35411,-121.95524,solar
172.110.240.58,37.79781,-120.99792,solar
172.113.25.218,34.10834,-117.28977,solar
172.117.4.155,34.28556,-118.88204,solar
172.119.115.76,33.83529,-117.9145,solar
172.119.252.41,34.16028,-118.65231,solar
172.125.79.230,37.38522,-122.11413,solar
172.233.147.104,34.05223,-118.24368,solar
172.233.151.16,34.05223,-118.24368,solar
172.233.151.217,34.05223,-118.24368,solar
172.233.153.29,34.05223,-118.24368,solar
172.233.157.109,34.05223,-118.24368,solar
172.233.157.168,34.05223,-118.24368,solar
172.233.157.35,34.05223,-118.24368,solar
172.233.157.55,34.05223,-118.24368,solar
172.236.226.35,34.05223,-118.24368,solar
172.236.241.161,34.05223,-118.24368,solar
172.240.224.93,37.33939,-121.89496,solar
172.245.53.57,37.35411,-121.95524,solar
172.251.240.59,33.49364,-117.14836,solar
172.87.30.220,34.05223,-118.24368,solar
172.93.41.91,34.05223,-118.24368,solar
173.16.248.3,38.80796,-122.55832,solar
173.24.148.50,35.62246,-117.6709,solar
173.24.149.206,35.62246,-117.6709,solar
173.242.119.50,34.05223,-118.24368,solar
173.245.83.11,37.35411,-121.95524,solar
173.245.83.12,37.35411,-121.95524,solar
173.245.83.13,37.35411,-121.95524,solar
173.245.83.14,37.35411,-121.95524,solar
173.249.201.13,37.33939,-121.89496,solar
173.255.217.250,37.54827,-121.98857,solar
174.139.16.237,33.84918,-118.38841,solar
174.87.146.22,40.44821,-122.29778,solar
178.128.186.19,37.35411,-121.95524,solar
178.128.190.136,37.35411,-121.95524,solar
18.144.112.8,37.33939,-121.89496,solar
18.144.124.189,37.33939,-121.89496,solar
18.144.14.2,37.33939,-121.89496,solar
18.144.151.192,37.33939,-121.89496,solar
18.144.74.217,37.33939,-121.89496,solar
184.169.202.161,37.33939,-121.89496,solar
184.23.214.151,37.93187,-121.69579,solar
185.198.26.221,34.05223,-118.24368,solar
192.109.75.11,38.50185,-121.09467,solar
192.155.83.21,37.54827,-121.98857,solar
192.160.193.238,37.8011,-122.2104,solar
192.184.214.44,37.77493,-122.41942,solar
192.210.136.234,37.35411,-121.95524,solar
192.241.199.192,37.77493,-122.41942,solar
192.3.111.152,34.05223,-118.24368,solar
192.69.95.155,34.05223,-118.24368,solar
192.81.132.14,37.54827,-121.98857,solar
192.9.130.48,37.33939,-121.89496,solar
192.9.135.103,37.33939,-121.89496,solar
192.9.143.176,37.33939,-121.89496,solar
192.9.152.216,37.33939,-121.89496,solar
192.9.153.102,37.33939,-121.89496,solar
192.9.241.124,37.33939,-121.89496,solar
192.9.242.226,37.33939,-121.89496,solar
192.9.245.212,37.33939,-121.89496,solar
192.9.245.38,37.33939,-121.89496,solar
192.9.247.54,37.33939,-121.89496,solar
193.9.44.180,34.05223,-118.24368,solar
193.9.46.231,34.05223,-118.24368,solar
194.124.244.2,33.84918,-118.38841,solar
194.124.244.3,33.84918,-118.38841,solar
194.124.244.30,33.84918,-118.38841,solar
195.155.43.24,36.32745,-119.64568,solar
195.155.60.178,36.96134,-120.06072,solar
198.11.168.105,33.7866,-118.2987,solar
198.11.177.146,33.7866,-118.2987,solar
198.11.178.85,34.0522,-118.2437,solar
198.11.183.86,34.0522,-118.2437,solar
198.199.102.193,37.77493,-122.41942,solar
198.199.107.17,37.77493,-122.41942,solar
198.199.109.35,37.77493,-122.41942,solar
198.199.116.32,37.77493,-122.41942,solar
198.199.98.58,37.77493,-122.41942,solar
198.210.38.250,35.96856,-119.29178,solar
198.44.218.122,34.05223,-118.24368,solar
198.54.121.106,34.05223,-118.24368,solar
198.74.49.68,37.54827,-121.98857,solar
199.241.139.185,34.0522,-118.2437,solar
199.48.68.27,33.84918,-118.38841,solar
2.58.240.15,34.0443,-118.2509,solar
202.5.16.154,34.05223,-118.24368,solar
203.161.44.147,34.05223,-118.24368,solar
203.161.48.137,34.05223,-118.24368,solar
203.161.63.118,34.05223,-118.24368,solar
204.213.194.24,38.41297,-120.65882,solar
204.213.194.25,38.41297,-120.65882,solar
204.250.24.2,38.41297,-120.65882,solar
205.155.30.165,36.91023,-121.75689,solar
205.157.156.66,37.13494,-120.49213,solar
205.164.45.2,37.35411,-121.95524,solar
205.164.45.3,37.35411,-121.95524,solar
205.164.45.4,37.35411,-121.95524,solar
205.164.45.5,37.35411,-121.95524,solar
205.164.45.6,37.35411,-121.95524,solar
206.162.224.196,37.30216,-120.48297,solar
206.169.190.9,32.71571,-117.16472,solar
206.189.161.33,37.35411,-121.95524,solar
206.189.165.102,37.35411,-121.95524,solar
206.189.168.36,37.35411,-121.95524,solar
206.189.72.105,37.35411,-121.95524,solar
206.214.44.98,34.06334,-117.65089,solar
207.177.163.10,36.32745,-119.64568,solar
207.177.172.131,36.32745,-119.64568,solar
207.246.103.161,34.05223,-118.24368,solar
209.218.211.99,36.5119,-119.44596,solar
209.38.65.27,37.35411,-121.95524,solar
209.40.68.20,34.05223,-118.24368,solar
209.54.34.170,36.85884,-120.45601,solar
209.54.34.238,36.33023,-119.29206,solar
209.54.37.50,37.13494,-120.49213,solar
209.54.43.140,37.2329,-121.7875,solar
209.54.43.53,36.74773,-119.77237,solar
209.54.46.138,36.33023,-119.29206,solar
209.54.46.18,36.0594,-119.31206,solar
209.58.196.102,37.54827,-121.98857,solar
209.74.95.112,34.05223,-118.24368,solar
216.100.234.14,37.82159,-121.99996,solar
216.139.40.30,37.08495,-121.61022,solar
216.139.61.22,37.1305,-121.65439,solar
216.173.137.77,36.97412,-122.0308,solar
216.194.166.140,34.05223,-118.24368,solar
216.194.167.11,34.05223,-118.24368,solar
216.219.95.221,34.05223,-118.24368,solar
216.57.66.130,38.64768,-120.68576,solar
216.57.74.18,37.6391,-120.99688,solar
23.105.194.75,34.05223,-118.24368,solar
23.113.7.40,32.71571,-117.16472,solar
23.113.7.41,32.71571,-117.16472,solar
23.113.7.43,32.71571,-117.16472,solar
23.113.7.44,32.71571,-117.16472,solar
23.113.7.45,32.71571,-117.16472,solar
23.113.7.46,32.71571,-117.16472,solar
23.113.7.47,32.71571,-117.16472,solar
23.113.7.48,32.71571,-117.16472,solar
23.113.7.49,32.71571,-117.16472,solar
23.124.75.161,37.35411,-121.95524,solar
23.225.230.135,34.05223,-118.24368,solar
23.225.230.209,34.05223,-118.24368,solar
23.225.230.22,34.05223,-118.24368,solar
23.225.230.222,34.05223,-118.24368,solar
23.225.230.248,34.05223,-118.24368,solar
23.225.230.25,34.05223,-118.24368,solar
23.225.230.65,34.05223,-118.24368,solar
23.225.230.73,34.05223,-118.24368,solar
23.225.230.85,34.05223,-118.24368,solar
23.225.236.107,34.05223,-118.24368,solar
23.225.236.151,34.05223,-118.24368,solar
23.225.236.178,34.05223,-118.24368,solar
23.225.236.189,34.05223,-118.24368,solar
23.225.236.230,34.05223,-118.24368,solar
23.225.236.74,34.05223,-118.24368,solar
23.227.126.161,36.20773,-119.34734,solar
23.227.126.58,36.20773,-119.34734,solar
23.227.127.106,39.80879,-120.49799,solar
23.227.97.58,37.22855,-120.24823,solar
23.227.98.250,36.20773,-119.34734,solar
23.83.248.164,37.54827,-121.98857,solar
23.92.25.252,37.54827,-121.98857,solar
23.92.25.44,37.54827,-121.98857,solar
23.92.27.154,37.54827,-121.98857,solar
23.93.214.182,37.80437,-122.2708,solar
23.93.233.192,37.90631,-122.06496,solar
23.94.233.239,37.35411,-121.95524,solar
23.94.255.174,37.35411,-121.95524,solar
23.95.29.214,34.05223,-118.24368,solar
23.95.29.216,34.05223,-118.24368,solar
23.95.29.221,34.05223,-118.24368,solar
23.99.68.42,37.33939,-121.89496,solar
24.10.103.19,37.9577,-121.29078,solar
24.130.118.206,37.90631,-122.06496,solar
24.199.114.196,37.35411,-121.95524,solar
24.199.120.229,37.35411,-121.95524,solar
24.199.79.183,37.35411,-121.95524,solar
24.199.98.223,37.35411,-121.95524,solar
24.205.228.234,35.28275,-120.65962,solar
3.101.58.233,37.33939,-121.89496,solar
3.101.7.137,37.33939,-121.89496,solar
34.102.108.0,34.05223,-118.24368,solar
34.102.126.125,34.05223,-118.24368,solar
34.186.184.110,34.05223,-118.24368,solar
34.94.109.124,34.05223,-118.24368,solar
34.94.82.77,34.05223,-118.24368,solar
35.129.82.237,34.06251,-118.12285,solar
35.235.96.70,34.05223,-118.24368,solar
35.236.19.137,34.05223,-118.24368,solar
35.236.22.196,34.05223,-118.24368,solar
35.236.60.141,34.05223,-118.24368,solar
38.147.161.45,34.0443,-118.2509,solar
38.148.249.4,34.05223,-118.24368,solar
38.15.211.251,34.05223,-118.24368,solar
38.49.16.57,34.05223,-118.24368,solar
38.49.17.35,34.05223,-118.24368,solar
38.49.17.36,34.05223,-118.24368,solar
38.49.17.37,34.05223,-118.24368,solar
38.49.17.42,34.05223,-118.24368,solar
38.49.17.43,34.05223,-118.24368,solar
38.49.17.46,34.05223,-118.24368,solar
38.49.17.54,34.05223,-118.24368,solar
38.49.17.55,34.05223,-118.24368,solar
38.49.18.36,34.05223,-118.24368,solar
38.49.18.43,34.05223,-118.24368,solar
